PlantID,Date,GrossInput_BBL,NetOutput_BBL,Emission_PPM,OperationalEfficiency_Pct
PLT-04,2024-12-25,79481.36,72923.65,16.788,91.75
PLT-05,2024-12-25,53076.47,48345.43,32.234,91.09
PLT-01,2024-12-26,87413.12,80748.62,38.596,92.38
PLT-02,2024-12-26,98979.9,90911.7,16.48,91.85
PLT-03,2024-12-26,82413.98,75353.76,16.965,91.43
PLT-04,2024-12-26,118545.38,108264.89,34.529,91.33
PLT-05,2024-12-26,79210.31,70723.29,15.5,89.29
PLT-01,2024-12-27,90061.55,81256.41,20.772,90.22
PLT-02,2024-12-27,116558.1,107415.24,13.059,92.16
PLT-03,2024-12-27,67187.42,62659.27,23.828,93.26
PLT-04,2024-12-27,42148.16,38775.8,15.813,92.0
PLT-05,2024-12-27,89532.8,83781.47,13.359,93.58
PLT-01,2024-12-28,63253.3,58017.94,31.81,91.72
PLT-02,2024-12-28,63685.07,57692.13,47.389,90.59
PLT-03,2024-12-28,43349.02,42005.81,13.719,96.9
PLT-04,2024-12-28,63067.31,58301.45,17.159,92.44
PLT-05,2024-12-28,50787.71,45864.76,47.046,90.31
PLT-01,2024-12-29,70409.35,65546.85,37.354,93.09
PLT-02,2024-12-29,99377.75,93606.26,24.129,94.19
PLT-03,2024-12-29,48938.23,44306.45,19.571,90.54
PLT-04,2024-12-29,50902.18,44906.14,47.186,88.22
PLT-05,2024-12-29,113682.75,100556.66,19.731,88.45
PLT-01,2024-12-30,51160.04,46315.7,19.346,90.53
PLT-02,2024-12-30,115668.28,102664.31,21.12,88.76
PLT-03,2024-12-30,46457.86,44982.11,45.063,96.82
PLT-04,2024-12-30,97330.53,89382.28,18.846,91.83
PLT-05,2024-12-30,57719.18,53094.35,39.656,91.99
PLT-01,2024-12-31,61178.36,55548.19,33.598,90.8
PLT-02,2024-12-31,59018.35,55039.31,25.937,93.26
PLT-03,2024-12-31,42749.46,39168.9,45.103,91.62
PLT-04,2024-12-31,63448.95,57678.58,14.374,90.91
PLT-05,2024-12-31,89203.8,85317.35,24.705,95.64
PLT-01,2025-01-01,59219.64,57211.8,38.823,96.61
PLT-02,2025-01-01,85373.08,77475.88,19.949,90.75
PLT-03,2025-01-01,97259.52,90155.78,30.742,92.7
PLT-04,2025-01-01,45896.79,42504.9,41.619,92.61
PLT-05,2025-01-01,115743.94,102965.97,36.222,88.96
PLT-01,2025-01-02,85467.78,82060.02,39.045,96.01
PLT-02,2025-01-02,117220.95,113282.67,20.125,96.64
PLT-03,2025-01-02,98028.07,90945.26,19.726,92.77
PLT-04,2025-01-02,55589.53,49324.46,42.14,88.73
PLT-05,2025-01-02,65960.38,63132.47,33.899,95.71
PLT-01,2025-01-03,93890.67,85088.48,28.463,90.63
PLT-02,2025-01-03,72985.41,65775.33,41.97,90.12
PLT-03,2025-01-03,89766.76,79297.16,43.017,88.34
PLT-04,2025-01-03,48483.02,44426.58,32.565,91.63
PLT-05,2025-01-03,40612.1,38125.09,35.749,93.88
PLT-01,2025-01-04,92202.11,82494.34,22.706,89.47
PLT-02,2025-01-04,59790.07,57781.48,14.431,96.64
PLT-03,2025-01-04,74300.92,71210.96,39.701,95.84
PLT-04,2025-01-04,105795.37,102357.7,25.941,96.75
PLT-05,2025-01-04,64772.42,57178.46,18.901,88.28
PLT-01,2025-01-05,84961.17,75971.38,40.007,89.42
PLT-02,2025-01-05,42978.61,38824.9,37.036,90.34
PLT-03,2025-01-05,60440.23,57151.58,47.851,94.56
PLT-04,2025-01-05,103766.72,94507.12,44.421,91.08
PLT-05,2025-01-05,44094.38,41680.24,12.84,94.53
PLT-01,2025-01-06,53964.44,52285.21,24.992,96.89
PLT-02,2025-01-06,105639.95,96538.84,42.241,91.38
PLT-03,2025-01-06,117235.16,107762.36,32.137,91.92
PLT-04,2025-01-06,90291.16,87052.88,21.243,96.41
PLT-05,2025-01-06,88899.95,80830.04,19.81,90.92
PLT-01,2025-01-07,46793.63,43792.47,43.755,93.59
PLT-02,2025-01-07,68111.43,63325.93,35.117,92.97
PLT-03,2025-01-07,73172.01,70340.35,25.059,96.13
PLT-04,2025-01-07,50000.87,44648.87,45.571,89.3
PLT-05,2025-01-07,119040.64,107851.34,17.17,90.6
PLT-01,2025-01-08,78576.98,74165.47,34.047,94.39
PLT-02,2025-01-08,116088.65,110702.14,43.283,95.36
PLT-03,2025-01-08,83333.37,75787.93,37.262,90.95
PLT-04,2025-01-08,75124.24,68054.89,17.482,90.59
PLT-05,2025-01-08,82229.94,76760.24,32.476,93.35
PLT-01,2025-01-09,49323.87,45935.26,18.063,93.13
PLT-02,2025-01-09,93097.13,85523.17,42.556,91.86
PLT-03,2025-01-09,102261.26,96656.77,37.227,94.52
PLT-04,2025-01-09,84839.04,75124.99,37.098,88.55
PLT-05,2025-01-09,77353.77,71340.28,25.645,92.23
PLT-01,2025-01-10,114325.67,103173.27,23.397,90.25
PLT-02,2025-01-10,117043.26,111532.14,12.507,95.29
PLT-03,2025-01-10,112488.61,101284.55,37.414,90.04
PLT-04,2025-01-10,84245.85,78206.52,37.845,92.83
PLT-05,2025-01-10,56574.52,50595.29,36.969,89.43
PLT-01,2025-01-11,63246.34,61200.67,28.254,96.77
PLT-02,2025-01-11,48927.76,46076.41,23.022,94.17
PLT-03,2025-01-11,51886.99,47635.06,46.712,91.81
PLT-04,2025-01-11,72914.45,66444.02,28.002,91.13
PLT-05,2025-01-11,40969.26,36543.73,44.088,89.2
PLT-01,2025-01-12,118242.75,105734.41,32.779,89.42
PLT-02,2025-01-12,117306.67,104882.99,20.207,89.41
PLT-03,2025-01-12,114145.31,107697.46,17.471,94.35
PLT-04,2025-01-12,71479.41,63263.87,29.076,88.51
PLT-05,2025-01-12,102232.12,95061.3,35.308,92.99
PLT-01,2025-01-13,66145.61,59168.94,13.972,89.45
PLT-02,2025-01-13,105704.99,99077.17,20.256,93.73
PLT-03,2025-01-13,73474.72,69957.48,31.393,95.21
PLT-04,2025-01-13,64012.79,57870.55,19.834,90.4
PLT-05,2025-01-13,105898.39,98736.21,37.53,93.24
PLT-01,2025-01-14,108809.64,105416.69,20.981,96.88
PLT-02,2025-01-14,54472.2,50200.48,13.263,92.16
PLT-03,2025-01-14,103337.43,99156.23,36.697,95.95
PLT-04,2025-01-14,61439.6,54747.84,27.257,89.11
PLT-05,2025-01-14,106666.85,97205.98,13.233,91.13
PLT-01,2025-01-15,61942.43,60028.11,36.36,96.91
PLT-02,2025-01-15,112068.39,106435.59,31.429,94.97
PLT-03,2025-01-15,51895.11,47296.06,33.015,91.14
PLT-04,2025-01-15,109650.59,99143.95,16.364,90.42
PLT-05,2025-01-15,84706.59,75887.37,35.473,89.59
PLT-01,2025-01-16,61081.72,55021.6,26.371,90.08
PLT-02,2025-01-16,87455.34,81252.88,20.81,92.91
PLT-03,2025-01-16,111289.33,99035.19,14.921,88.99
PLT-04,2025-01-16,88216.5,78610.31,31.676,89.11
PLT-05,2025-01-16,116141.86,109506.93,34.228,94.29
PLT-01,2025-01-17,85984.42,77055.67,29.075,89.62
PLT-02,2025-01-17,67401.88,65095.16,20.724,96.58
PLT-03,2025-01-17,77721.31,74956.54,40.411,96.44
PLT-04,2025-01-17,117161.22,109516.42,24.016,93.47
PLT-05,2025-01-17,106131.98,96180.1,17.932,90.62
PLT-01,2025-01-18,96503.11,90472.25,43.642,93.75
PLT-02,2025-01-18,116953.98,111942.24,14.161,95.71
PLT-03,2025-01-18,93161.07,88561.33,47.349,95.06
PLT-04,2025-01-18,69972.9,62645.99,44.206,89.53
PLT-05,2025-01-18,65397.34,61070.53,26.036,93.38
PLT-01,2025-01-19,72186.1,68282.41,25.013,94.59
PLT-02,2025-01-19,95446.01,84115.57,25.187,88.13
PLT-03,2025-01-19,65523.52,62076.67,23.324,94.74
PLT-04,2025-01-19,90666.17,85404.56,35.703,94.2
PLT-05,2025-01-19,88263.49,80957.53,25.439,91.72
PLT-01,2025-01-20,85166.72,75435.0,45.03,88.57
PLT-02,2025-01-20,106025.21,96607.48,32.405,91.12
PLT-03,2025-01-20,114578.22,103629.96,38.728,90.44
PLT-04,2025-01-20,46618.54,43220.21,43.823,92.71
PLT-05,2025-01-20,84136.74,78706.79,44.675,93.55
PLT-01,2025-01-21,97228.85,91650.66,33.11,94.26
PLT-02,2025-01-21,90639.09,86318.64,47.252,95.23
PLT-03,2025-01-21,103626.03,97789.64,16.88,94.37
PLT-04,2025-01-21,105366.43,99701.88,39.736,94.62
PLT-05,2025-01-21,58487.72,56224.83,15.502,96.13
PLT-01,2025-01-22,60288.96,56651.85,36.254,93.97
PLT-02,2025-01-22,65065.97,61366.11,25.965,94.31
PLT-03,2025-01-22,40014.04,35797.94,45.274,89.46
PLT-04,2025-01-22,57815.52,51465.17,38.059,89.02
PLT-05,2025-01-22,75256.52,71621.12,43.012,95.17
PLT-01,2025-01-23,107679.11,97791.03,30.2,90.82
PLT-02,2025-01-23,92011.34,83636.33,13.48,90.9
PLT-03,2025-01-23,79653.15,70186.66,47.723,88.12
PLT-04,2025-01-23,103734.69,93079.15,23.853,89.73
PLT-05,2025-01-23,118627.08,108380.0,40.214,91.36
PLT-01,2025-01-24,75745.24,72546.41,37.335,95.78
PLT-02,2025-01-24,41832.8,37921.23,32.088,90.65
PLT-03,2025-01-24,114093.92,101450.34,35.142,88.92
PLT-04,2025-01-24,64174.14,61609.71,39.546,96.0
PLT-05,2025-01-24,69576.22,62273.45,13.914,89.5
PLT-01,2025-01-25,89690.76,82206.17,23.331,91.66
PLT-02,2025-01-25,118840.18,109565.04,38.994,92.2
PLT-03,2025-01-25,54192.99,47755.46,28.532,88.12
PLT-04,2025-01-25,93253.19,86314.58,44.057,92.56
PLT-05,2025-01-25,74718.35,67843.53,44.978,90.8
PLT-01,2025-01-26,72544.18,65599.4,15.516,90.43
PLT-02,2025-01-26,103464.78,98732.12,13.199,95.43
PLT-03,2025-01-26,68691.65,65084.57,46.07,94.75
PLT-04,2025-01-26,70225.46,67310.04,26.174,95.85
PLT-05,2025-01-26,54359.57,47853.28,25.387,88.03
PLT-01,2025-01-27,70278.0,67822.53,19.419,96.51
PLT-02,2025-01-27,70578.46,62268.83,40.987,88.23
PLT-03,2025-01-27,113211.3,102049.1,27.444,90.14
PLT-04,2025-01-27,49769.01,45842.99,16.8,92.11
PLT-05,2025-01-27,81867.88,77456.51,31.92,94.61
PLT-01,2025-01-28,59617.57,54361.78,34.989,91.18
PLT-02,2025-01-28,87180.43,77791.95,43.918,89.23
PLT-03,2025-01-28,78015.11,69793.35,17.922,89.46
PLT-04,2025-01-28,117244.14,106145.59,44.709,90.53
PLT-05,2025-01-28,72846.82,66635.39,37.233,91.47
PLT-01,2025-01-29,40790.66,37136.96,22.895,91.04
PLT-02,2025-01-29,109447.85,101526.14,25.125,92.76
PLT-03,2025-01-29,61286.34,57189.1,17.46,93.31
PLT-04,2025-01-29,59696.38,54110.3,33.885,90.64
PLT-05,2025-01-29,69860.4,64657.23,35.416,92.55
PLT-01,2025-01-30,116501.73,110540.96,26.589,94.88
PLT-02,2025-01-30,99862.03,96414.04,29.978,96.55
PLT-03,2025-01-30,72839.75,64610.44,45.625,88.7
PLT-04,2025-01-30,59714.74,52892.7,32.839,88.58
PLT-05,2025-01-30,107671.97,98691.82,40.19,91.66
PLT-01,2025-01-31,106911.68,98454.57,33.274,92.09
PLT-02,2025-01-31,82712.98,79778.95,38.118,96.45
PLT-03,2025-01-31,114027.42,102601.97,24.669,89.98
PLT-04,2025-01-31,45673.08,42247.22,43.461,92.5
PLT-05,2025-01-31,66147.74,58973.71,15.964,89.15
PLT-01,2025-02-01,75800.02,67822.97,25.96,89.48
PLT-02,2025-02-01,105598.38,96576.5,33.955,91.46
PLT-03,2025-02-01,80172.8,75736.68,17.622,94.47
PLT-04,2025-02-01,113635.28,106581.59,21.754,93.79
PLT-05,2025-02-01,49860.3,44548.95,41.676,89.35
PLT-01,2025-02-02,87048.8,79585.95,23.984,91.43
PLT-02,2025-02-02,108460.64,103984.32,32.925,95.87
PLT-03,2025-02-02,81963.53,78150.61,38.976,95.35
PLT-04,2025-02-02,72026.01,63919.23,41.166,88.74
PLT-05,2025-02-02,53496.08,47155.4,43.859,88.15
PLT-01,2025-02-03,86260.31,82831.46,29.445,96.02
PLT-02,2025-02-03,114118.49,104059.8,38.083,91.19
PLT-03,2025-02-03,64078.92,56396.16,27.171,88.01
PLT-04,2025-02-03,99021.24,88475.69,31.673,89.35
PLT-05,2025-02-03,56985.72,50530.16,35.728,88.67
PLT-01,2025-02-04,116157.41,105466.67,32.903,90.8
PLT-02,2025-02-04,116288.27,109141.6,36.232,93.85
PLT-03,2025-02-04,54314.28,50204.58,25.215,92.43
PLT-04,2025-02-04,77676.55,73953.85,28.585,95.21
PLT-05,2025-02-04,45028.05,43294.41,31.613,96.15
PLT-01,2025-02-05,113959.55,106154.68,14.507,93.15
PLT-02,2025-02-05,84229.55,78486.48,19.716,93.18
PLT-03,2025-02-05,77682.33,71572.59,34.424,92.13
PLT-04,2025-02-05,60769.13,56658.55,20.674,93.24
PLT-05,2025-02-05,75715.62,67465.91,14.843,89.1
PLT-01,2025-02-06,65646.98,59391.57,26.65,90.47
PLT-02,2025-02-06,116958.61,108420.71,31.914,92.7
PLT-03,2025-02-06,115328.08,111049.78,43.828,96.29
PLT-04,2025-02-06,47839.58,44829.84,41.092,93.71
PLT-05,2025-02-06,106845.98,99581.7,12.63,93.2
PLT-01,2025-02-07,117897.03,108759.74,26.169,92.25
PLT-02,2025-02-07,71595.9,65737.46,20.719,91.82
PLT-03,2025-02-07,66186.69,64113.87,25.254,96.87
PLT-04,2025-02-07,82138.0,78552.39,30.987,95.63
PLT-05,2025-02-07,65956.27,61150.54,16.107,92.71
PLT-01,2025-02-08,50400.56,47501.0,45.029,94.25
PLT-02,2025-02-08,98054.25,86946.19,28.004,88.67
PLT-03,2025-02-08,40204.29,37229.52,18.955,92.6
PLT-04,2025-02-08,109451.73,97345.29,13.552,88.94
PLT-05,2025-02-08,76091.68,68025.12,40.068,89.4
PLT-01,2025-02-09,113594.78,100392.16,27.741,88.38
PLT-02,2025-02-09,119745.2,113271.83,46.315,94.59
PLT-03,2025-02-09,53126.66,47809.91,19.073,89.99
PLT-04,2025-02-09,64189.52,60671.59,17.938,94.52
PLT-05,2025-02-09,81938.72,74091.36,41.851,90.42
PLT-01,2025-02-10,40527.39,36477.91,33.789,90.01
PLT-02,2025-02-10,47736.84,44011.84,27.703,92.2
PLT-03,2025-02-10,108201.84,101307.84,35.029,93.63
PLT-04,2025-02-10,116144.61,112475.88,35.522,96.84
PLT-05,2025-02-10,81760.12,76422.23,25.768,93.47
PLT-01,2025-02-11,118996.53,112267.5,22.476,94.35
PLT-02,2025-02-11,44621.3,39446.34,20.877,88.4
PLT-03,2025-02-11,58633.04,53787.26,19.734,91.74
PLT-04,2025-02-11,90472.83,81336.24,20.264,89.9
PLT-05,2025-02-11,77698.96,74589.46,28.859,96.0
PLT-01,2025-02-12,73107.9,68138.65,21.26,93.2
PLT-02,2025-02-12,68274.92,61395.89,34.085,89.92
PLT-03,2025-02-12,95791.0,90104.16,21.173,94.06
PLT-04,2025-02-12,102371.86,92445.46,17.411,90.3
PLT-05,2025-02-12,67984.7,63483.91,17.112,93.38
PLT-01,2025-02-13,91846.97,87959.65,22.553,95.77
PLT-02,2025-02-13,76016.53,68456.53,25.005,90.05
PLT-03,2025-02-13,41757.65,40331.18,26.972,96.58
PLT-04,2025-02-13,103109.61,92060.17,42.745,89.28
PLT-05,2025-02-13,108811.78,102761.08,44.515,94.44
PLT-01,2025-02-14,53375.77,49259.61,34.324,92.29
PLT-02,2025-02-14,87695.44,83967.83,19.765,95.75
PLT-03,2025-02-14,54051.51,48797.92,44.096,90.28
PLT-04,2025-02-14,115282.17,107358.45,30.049,93.13
PLT-05,2025-02-14,88430.85,82724.2,18.131,93.55
PLT-01,2025-02-15,94912.87,87387.38,30.626,92.07
PLT-02,2025-02-15,42425.33,40253.58,42.075,94.88
PLT-03,2025-02-15,89553.72,84841.86,30.817,94.74
PLT-04,2025-02-15,89468.27,81909.23,40.507,91.55
PLT-05,2025-02-15,77461.67,72908.41,34.371,94.12
PLT-01,2025-02-16,96185.16,91440.29,30.458,95.07
PLT-02,2025-02-16,105045.28,97140.95,46.439,92.48
PLT-03,2025-02-16,100213.74,89731.66,43.365,89.54
PLT-04,2025-02-16,84127.01,81485.55,37.877,96.86
PLT-05,2025-02-16,46751.26,42802.95,30.622,91.55
PLT-01,2025-02-17,107121.09,101298.11,25.297,94.56
PLT-02,2025-02-17,92274.62,85992.75,16.538,93.19
PLT-03,2025-02-17,58788.7,53538.93,19.037,91.07
PLT-04,2025-02-17,52010.71,46041.85,44.932,88.52
PLT-05,2025-02-17,63115.47,57190.75,19.424,90.61
PLT-01,2025-02-18,78031.79,72279.43,19.498,92.63
PLT-02,2025-02-18,88685.63,83814.13,25.458,94.51
PLT-03,2025-02-18,86836.14,80341.42,19.04,92.52
PLT-04,2025-02-18,98400.88,93690.51,35.357,95.21
PLT-05,2025-02-18,65911.68,63500.06,28.393,96.34
PLT-01,2025-02-19,61270.28,56168.98,36.915,91.67
PLT-02,2025-02-19,107674.54,98209.06,20.374,91.21
PLT-03,2025-02-19,90119.45,86776.86,18.599,96.29
PLT-04,2025-02-19,104241.55,96203.97,40.782,92.29
PLT-05,2025-02-19,80443.29,73521.91,37.083,91.4
PLT-01,2025-02-20,112050.18,101833.74,28.587,90.88
PLT-02,2025-02-20,58352.05,52313.01,41.504,89.65
PLT-03,2025-02-20,56053.13,53328.87,27.452,95.14
PLT-04,2025-02-20,119603.9,107375.68,16.847,89.78
PLT-05,2025-02-20,46034.65,43971.73,27.76,95.52
PLT-01,2025-02-21,40249.95,38588.81,43.569,95.87
PLT-02,2025-02-21,104513.33,94307.46,25.419,90.23
PLT-03,2025-02-21,99594.1,92029.11,17.538,92.4
PLT-04,2025-02-21,59423.86,57494.55,17.436,96.75
PLT-05,2025-02-21,98086.46,90535.93,38.95,92.3
PLT-01,2025-02-22,92889.06,85413.82,24.741,91.95
PLT-02,2025-02-22,100348.74,91225.3,40.36,90.91
PLT-03,2025-02-22,94387.45,87968.18,25.277,93.2
PLT-04,2025-02-22,56406.51,53244.24,15.289,94.39
PLT-05,2025-02-22,117643.38,113889.06,16.688,96.81
PLT-01,2025-02-23,48314.83,44311.68,46.693,91.71
PLT-02,2025-02-23,72024.87,65740.14,37.329,91.27
PLT-03,2025-02-23,54298.5,49558.19,22.487,91.27
PLT-04,2025-02-23,88122.77,78838.84,33.253,89.46
PLT-05,2025-02-23,108603.73,100596.96,36.606,92.63
PLT-01,2025-02-24,46019.84,42357.14,15.416,92.04
PLT-02,2025-02-24,87956.93,79626.96,22.342,90.53
PLT-03,2025-02-24,46141.34,41892.71,30.24,90.79
PLT-04,2025-02-24,86772.81,76880.7,36.953,88.6
PLT-05,2025-02-24,79110.06,73439.59,41.981,92.83
PLT-01,2025-02-25,67378.12,60348.2,33.365,89.57
PLT-02,2025-02-25,115601.75,107117.54,41.949,92.66
PLT-03,2025-02-25,100562.56,93186.27,35.312,92.66
PLT-04,2025-02-25,72534.41,67294.28,30.262,92.78
PLT-05,2025-02-25,96728.83,88690.5,15.592,91.69
PLT-01,2025-02-26,103096.76,97079.7,46.204,94.16
PLT-02,2025-02-26,74297.29,65904.56,17.878,88.7
PLT-03,2025-02-26,101865.56,90262.88,46.182,88.61
PLT-04,2025-02-26,62532.01,60086.95,39.846,96.09
PLT-05,2025-02-26,109696.08,98645.69,34.945,89.93
PLT-01,2025-02-27,47487.13,42653.19,24.656,89.82
PLT-02,2025-02-27,99265.01,87574.0,46.012,88.22
PLT-03,2025-02-27,45664.28,41731.86,14.919,91.39
PLT-04,2025-02-27,101517.43,90626.47,45.351,89.27
PLT-05,2025-02-27,82417.76,79563.02,22.453,96.54
PLT-01,2025-02-28,76345.29,71954.08,41.949,94.25
PLT-02,2025-02-28,73708.57,70783.73,16.248,96.03
PLT-03,2025-02-28,96694.78,88121.62,15.648,91.13
PLT-04,2025-02-28,70933.16,68040.46,47.299,95.92
PLT-05,2025-02-28,71423.99,68551.14,30.348,95.98
PLT-01,2025-03-01,97361.2,86075.42,33.563,88.41
PLT-02,2025-03-01,45612.95,41242.12,32.405,90.42
PLT-03,2025-03-01,104573.1,97303.22,45.703,93.05
PLT-04,2025-03-01,104826.6,93721.44,27.503,89.41
PLT-05,2025-03-01,93478.83,90156.27,47.558,96.45
PLT-01,2025-03-02,101054.92,94146.73,39.238,93.16
PLT-02,2025-03-02,61858.91,56014.74,35.557,90.55
PLT-03,2025-03-02,109746.85,106156.25,24.288,96.73
PLT-04,2025-03-02,103724.29,99226.57,34.434,95.66
PLT-05,2025-03-02,67807.35,63448.56,33.04,93.57
PLT-01,2025-03-03,88522.04,82833.03,42.494,93.57
PLT-02,2025-03-03,53606.52,48945.78,33.096,91.31
PLT-03,2025-03-03,62666.22,60663.02,21.473,96.8
PLT-04,2025-03-03,77570.31,74387.05,14.882,95.9
PLT-05,2025-03-03,105655.04,98406.13,13.145,93.14
PLT-01,2025-03-04,112233.03,99160.99,32.048,88.35
PLT-02,2025-03-04,43922.5,38933.26,45.439,88.64
PLT-03,2025-03-04,101266.04,90909.03,35.837,89.77
PLT-04,2025-03-04,103574.37,99437.94,28.859,96.01
PLT-05,2025-03-04,111799.99,103493.98,36.776,92.57
PLT-01,2025-03-05,118322.35,106636.32,18.067,90.12
PLT-02,2025-03-05,67361.51,60274.8,23.73,89.48
PLT-03,2025-03-05,99438.83,91779.77,25.501,92.3
PLT-04,2025-03-05,69497.92,62374.92,29.607,89.75
PLT-05,2025-03-05,89970.84,80301.13,48.521,89.25
PLT-01,2025-03-06,75462.49,72845.19,16.848,96.53
PLT-02,2025-03-06,101377.28,94847.31,41.522,93.56
PLT-03,2025-03-06,88054.23,85118.09,34.57,96.67
PLT-04,2025-03-06,102768.33,98553.02,37.725,95.9
PLT-05,2025-03-06,81938.93,74118.15,42.762,90.46
PLT-01,2025-03-07,78446.26,73415.01,14.852,93.59
PLT-02,2025-03-07,79788.11,75226.96,33.027,94.28
PLT-03,2025-03-07,75884.39,68304.18,23.148,90.01
PLT-04,2025-03-07,96049.95,86461.97,34.382,90.02
PLT-05,2025-03-07,87179.01,84331.53,14.188,96.73
PLT-01,2025-03-08,48649.81,45027.71,30.976,92.55
PLT-02,2025-03-08,43194.21,41221.4,29.81,95.43
PLT-03,2025-03-08,67731.5,61547.4,43.011,90.87
PLT-04,2025-03-08,55738.63,49854.73,21.174,89.44
PLT-05,2025-03-08,90001.8,85770.26,23.915,95.3
PLT-01,2025-03-09,53876.96,48426.09,35.791,89.88
PLT-02,2025-03-09,59682.82,57233.15,15.74,95.9
PLT-03,2025-03-09,42589.48,37817.5,43.943,88.8
PLT-04,2025-03-09,92098.36,88985.16,24.107,96.62
PLT-05,2025-03-09,57014.25,53056.19,31.362,93.06
PLT-01,2025-03-10,87281.92,79538.1,12.212,91.13
PLT-02,2025-03-10,42802.53,40223.44,30.837,93.97
PLT-03,2025-03-10,105680.9,95856.47,41.357,90.7
PLT-04,2025-03-10,74039.31,65798.95,48.705,88.87
PLT-05,2025-03-10,80954.87,75826.63,36.149,93.67
PLT-01,2025-03-11,68992.98,65355.5,43.33,94.73
PLT-02,2025-03-11,70974.96,66654.72,39.256,93.91
PLT-03,2025-03-11,55210.07,50237.5,15.917,90.99
PLT-04,2025-03-11,88176.68,83951.64,33.99,95.21
PLT-05,2025-03-11,54382.71,50530.95,42.058,92.92
PLT-01,2025-03-12,64217.98,61324.23,40.246,95.49
PLT-02,2025-03-12,41739.26,37630.07,31.546,90.16
PLT-03,2025-03-12,97409.39,93439.74,35.078,95.92
PLT-04,2025-03-12,70427.53,63146.48,40.861,89.66
PLT-05,2025-03-12,56542.52,53296.34,18.524,94.26
PLT-01,2025-03-13,47284.31,42678.77,22.257,90.26
PLT-02,2025-03-13,91776.73,82092.4,46.991,89.45
PLT-03,2025-03-13,84348.93,77953.92,27.649,92.42
PLT-04,2025-03-13,85328.11,75261.12,49.143,88.2
PLT-05,2025-03-13,84601.95,74717.7,34.739,88.32
PLT-01,2025-03-14,74966.3,66132.53,46.779,88.22
PLT-02,2025-03-14,40845.35,38068.21,46.624,93.2
PLT-03,2025-03-14,59008.36,53277.24,12.015,90.29
PLT-04,2025-03-14,45308.09,40054.16,43.116,88.4
PLT-05,2025-03-14,106939.01,101100.46,24.699,94.54
PLT-01,2025-03-15,105700.36,98151.21,22.955,92.86
PLT-02,2025-03-15,74982.14,66428.11,47.517,88.59
PLT-03,2025-03-15,89529.31,84677.81,36.357,94.58
PLT-04,2025-03-15,93420.0,82354.73,32.413,88.16
PLT-05,2025-03-15,105736.82,93472.06,47.922,88.4
PLT-01,2025-03-16,73932.77,66989.79,31.146,90.61
PLT-02,2025-03-16,104097.14,96053.34,35.224,92.27
PLT-03,2025-03-16,79993.15,74938.74,16.969,93.68
PLT-04,2025-03-16,43093.07,38452.86,23.79,89.23
PLT-05,2025-03-16,60268.48,56373.07,28.412,93.54
PLT-01,2025-03-17,43104.96,38067.63,16.761,88.31
PLT-02,2025-03-17,68246.49,60094.89,31.284,88.06
PLT-03,2025-03-17,68853.57,64033.11,37.95,93.0
PLT-04,2025-03-17,60077.83,53717.84,23.51,89.41
PLT-05,2025-03-17,40141.05,35757.69,40.53,89.08
PLT-01,2025-03-18,57824.55,56060.15,18.042,96.95
PLT-02,2025-03-18,103101.74,97271.75,23.597,94.35
PLT-03,2025-03-18,66459.13,61854.82,42.685,93.07
PLT-04,2025-03-18,70894.96,62777.93,26.979,88.55
PLT-05,2025-03-18,56585.01,54577.86,37.102,96.45
PLT-01,2025-03-19,44066.61,39940.61,13.808,90.64
PLT-02,2025-03-19,106401.33,102311.97,16.042,96.16
PLT-03,2025-03-19,75223.2,72505.35,17.228,96.39
PLT-04,2025-03-19,63352.29,57484.9,13.082,90.74
PLT-05,2025-03-19,42901.86,41432.53,32.559,96.58
PLT-01,2025-03-20,64531.87,58987.34,37.734,91.41
PLT-02,2025-03-20,69321.38,62423.79,15.666,90.05
PLT-03,2025-03-20,98314.64,88114.58,16.007,89.63
PLT-04,2025-03-20,74156.36,65521.7,48.24,88.36
PLT-05,2025-03-20,90183.44,80600.79,19.708,89.37
PLT-01,2025-03-21,85586.28,78062.47,39.874,91.21
PLT-02,2025-03-21,83664.52,76887.7,46.667,91.9
PLT-03,2025-03-21,71258.32,65276.54,35.968,91.61
PLT-04,2025-03-21,104758.29,98091.4,37.15,93.64
PLT-05,2025-03-21,69834.53,64468.08,19.093,92.32
PLT-01,2025-03-22,94419.72,84971.2,13.545,89.99
PLT-02,2025-03-22,114700.97,104095.88,19.079,90.75
PLT-03,2025-03-22,61451.74,55905.12,29.084,90.97
PLT-04,2025-03-22,45548.13,40298.28,24.045,88.47
PLT-05,2025-03-22,63661.29,56695.99,28.072,89.06
PLT-01,2025-03-23,62722.29,55342.7,45.386,88.23
PLT-02,2025-03-23,110881.52,99663.24,19.363,89.88
PLT-03,2025-03-23,83783.42,78485.61,46.472,93.68
PLT-04,2025-03-23,70187.88,65670.45,43.615,93.56
PLT-05,2025-03-23,75996.3,67713.55,27.088,89.1
PLT-01,2025-03-24,50925.35,44890.57,40.556,88.15
PLT-02,2025-03-24,59073.9,51995.7,44.908,88.02
PLT-03,2025-03-24,75503.11,68065.86,21.46,90.15
PLT-04,2025-03-24,59243.03,53171.22,43.784,89.75
PLT-05,2025-03-24,53626.53,49903.07,14.784,93.06
PLT-01,2025-03-25,115961.71,108342.82,44.513,93.43
PLT-02,2025-03-25,71830.22,68451.36,42.732,95.3
PLT-03,2025-03-25,96235.94,85492.67,14.079,88.84
